x y
592.8982619210801 900.693543037143
900.4605587401063 988.2785820176333
698.0793952331607 104.20177981884895
703.8205600347543 113.74700350818321
701.9083270308695 98.98793839915642
381.99072043305006 1193.279879443171
620.0493962273782 904.746165997704
903.5931416020013 999.0861720741278
697.8383512155071 115.39286848535967
900.0382610255313 999.9913568552333
104.7926640892081 1495.872613881773
695.3763588407795 121.4401389627002
97.78151211956964 1511.1590740921756
403.4906969957358 1189.385344009895
710.4717978423756 99.52261046126829
598.1797623437831 897.4150463497657
607.290728674992 902.8383486393852
398.5070487663929 1208.030135509976
894.7216555595866 989.0831530355028
607.2948801580841 900.8589150180748
93.19071861363798 1508.0661993511046
406.4856605874035 1224.7795642563078
603.3770581821566 910.8318927242453
395.9689101463407 1206.6866291187425
599.9644413779264 896.1919912387656
102.08006948857022 1489.5170779455748
884.5228190492875 1001.7019490752193
699.4965836862561 89.86347362891686
715.6532609095726 106.22912710257258
105.25169717275713 1502.8598250110153
100.79659163944612 1496.9272462929584
699.4472758717944 94.7511952107084
408.5235517273858 1215.5293767033072
607.7834348974219 898.1612368716876
396.24848432424244 1201.5628674466582
909.5423100093601 1009.6391859159598
899.514848848633 1001.4941549065848
909.8388366801404 996.7663373276066
597.3897870277835 901.4657905405891
98.3889025642994 1496.5686924213423
582.2566870351752 897.0194568494876
714.4573515867447 119.30232997298273
902.3198842496779 1014.147204688931
405.1530453377695 1211.0446348398334
899.8259809607293 995.624617138089
403.7872481409868 1212.4648968575075
87.34213298791174 1485.0097104391741
394.2920042119144 1207.0795250171186
95.03028458038771 1518.7497906884232
88.01975831884393 1509.6487089181119
